,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Sexy Vanessa,https://www.pornhub.com/pornstar/sexy-vanessa,2351,287,15300000,https://ei.phncdn.com/pics/users/u/001/763/238/411/avatar1595035437/(m=eQJ6GCjadOf)(mh=B5Eo-ragUwK142mk)200x200.jpg,True,False,"Sexy Vanessa (AKA Christina, Sexy V., Sexxxy Vanessa, Mistress Vanessa, Vanessa and Vanessa Bella) is a redhaired Latina pornstar. Her curves could smash you in the face, but instead theyll just make you pop a load. She stands 52 tall and weighs 121 pounds. Her 36D tits are a nice size, and her waist is 24 inches with a 36-inch ass. Shes originally from Morocco but her ethnicity is Argentinian. > She began her porn career in Buenos Aires, the capital of Argentina. She was a showgirl and possibly a stripper. Then she moved to Mexico to do her shows there for a long period of time. It was many years before she ever made it to the US to work her moves on the American patrons who love her curves. After she got married and then divorced, she entered porn because she wanted to share her sexuality with the world. After making the move from Miami to Vegas, she really started to get popular. > She was already 39 years old when she started in the porn biz in 2002. You can do the math as to her current age, but shes definitely achieved MILF status. Identifying more as a dominant woman, she doesnt like to get tossed around during sex. She likes being treated with respect and ordering guys around! Vanessa says shes been able to live out most of her fantasies through porn. One time, on her birthday, her ultimate fantasy was finally realized: to get fucked in a sex swing by a transgender woman. Now she just works on fulfilling her fans fantasies by making even more MILF-tastic porn movies.","['Pornstar Platinum', 'Angelina Castro', 'Golden Slut']","{'Official Site': 'https://onlyfans.com/sexyvanessa', 'Twitter': 'https://twitter.com/SexyVanessa3', 'Snapchat': 'https://www.snapchat.com/add/Its_sexyvanessa', 'Instagram': 'https://www.instagram.com/its_vanessa_1v'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Florida, US', 'Pornstar Profile Views': '2,002,394', 'Career Status': 'Active', 'Career Start and End': '2003                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Buenos Aires, Argentina', 'Star Sign': 'Cancer', 'Measurements': '36DD-24-36', 'Height': '5 ft 3 in (160 cm)', 'Weight': '120 lbs (54 kg)', 'Ethnicity': 'Latin', 'Background': 'Argentinian', 'Hair Color': 'Red', 'Eye Color': 'Brown', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Interests and hobbies': 'Working out, shopping, ballroom dancing.', 'Turn Ons': 'Being dominant, Hot MILF, big hard cocks, wet pussies', 'Profile Views': '937,603', 'Videos Watched': '33'}",2365.0,2351.0,[2347],2402.0,16700.0
1,Luca Ferrero,https://www.pornhub.com/pornstar/luca-ferrero,2352,258,104000000,https://ei.phncdn.com/pics/users/630/554/281/avatar1539016436/(m=eQJ6GCjadOf)(mh=RpxI1wBDSf69FHa3)200x200.jpg,True,False,"About Luca Ferrero

                                    PornStar & Producer of adult Content","['Her Limit', 'LetsDoeIt', 'Pinko Club']","{'Official Site': 'https://onlyfans.com/ferrero_xxx', 'Twitter': 'https://www.twitter.com/LucaFerrero77', 'Snapchat': 'https://www.snapchat.com/add/lucaferrero3', 'Instagram': 'https://www.instagram.com/luca.ferrero'}","{'Relationship status': 'Taken', 'Interested in': 'Girls', 'Pornstar Profile Views': '879,807', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Male', 'Birth Place': 'Sanremo, Italy', 'Star Sign': 'Sagittarius', 'Measurements': '--', 'Height': '5 ft 11 in (180 cm)', 'Weight': '143 lbs (65 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Tattoos': 'Yes', 'Profile Views': '1,853,444', 'Videos Watched': '199'}",2293.0,2352.0,[2335],2312.0,19900.0
2,Aria Haze,https://www.pornhub.com/pornstar/aria-haze,2354,51,16200000,https://ei.phncdn.com/pics/users/539/506/802/avatar1560783790/(m=eQJ6GCjadOf)(mh=ayqsmWqSFeqzmQ9P)200x200.jpg,True,False,"About Aria Haze

                                    Petite little spinner who loves to please.","['Popsicle Queens', 'Private Society', 'Hookup Hotshot']","{'Official Site': 'https://hubzter.com/profile/ariahazex/', 'Twitter': 'https://www.twitter.com/Ariahaze_xxx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/1QWBAGEL6IN7A?ref_=wl_share', 'Instagram': 'https://www.instagram.com/officialariahazexx'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'Pornstar Profile Views': '2,003,006', 'Career Status': 'Active', 'Career Start and End': '2017                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Phoenix, Arizona, United States of America', 'Star Sign': 'Libra', 'Measurements': '32B-23-36', 'Height': '5 ft 4 in (163 cm)', 'Weight': '100 lbs (45 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Brunette', 'Eye Color': 'Hazel', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'No', 'Profile Views': '2,055,259', 'Videos Watched': '31'}",2331.0,2354.0,[2365],2266.0,42900.0
3,Sam Shock,https://www.pornhub.com/pornstar/sam-shock,2360,235,131000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=2GmboAcT7PCa5doV)8e571693-7a19-4d74-9568-c2e27cbc6137.jpg,True,False,"About Sam Shock

                                    I make videos with the hottest BIG TITTY girls for YOU. All full versions FREE on the wall plus WAY more on the onlyfans. Plus sort vids by titty cup size there! join the onlyfans community and help me make the best porn how YOU want it! and don't forget to SUBSCRIBE here too for more big tit content!


onlyfans.com/DivineVIP","['Naughty America VR', 'MOFOS', 'Exxxtra Small']","{'Official Site': 'https://onlyfans.com/divineVIP', 'Twitter': 'https://www.twitter.com/twitter.com/SamShockX', 'Snapchat': 'https://www.snapchat.com/add/samshockpublic', 'Instagram': 'https://www.instagram.com/instagram.com/SamShockX'}","{'Relationship status': 'Single', 'Interested in': 'Girls', 'City and Country': 'Las Vegas, US', 'Pornstar Profile Views': '1,144,905', 'Career Status': 'Active', 'Career Start and End': '2018                        to                        Present', 'Gender': 'Male', 'Birth Place': 'Multnomah, Oregon, United States of America', 'Star Sign': 'Sagittarius', 'Measurements': '--', 'Endowment': '9-10""', 'Height': '6 ft 2 in (188 cm)', 'Weight': '215 lbs (98 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Blonde', 'Eye Color': 'Blue', 'Foreskin': 'Cut', 'Tattoos': 'Yes', 'Piercings': 'No', 'Interests and hobbies': 'Big tits', 'Profile Views': '1,255,418', 'Videos Watched': '443'}",2415.0,2360.0,[2352],2100.0,15600.0
4,Julia North,https://www.pornhub.com/pornstar/julia-north,2362,38,3900000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=SC0xeb0pobaym9UG)b858c840-de69-4d92-8c25-ecb87baa7901.jpg,True,False,"About Julia North

                                    Have you even seen my videos? I just love anal!","['Mugur Porn', 'Pascals Subsluts', 'David Epic Studio']",{'Twitter': 'https://twitter.com/julianorthmodel'},"{'Relationship status': 'Single', 'City and Country': 'Kyiv, UA', 'Pornstar Profile Views': '299,065', 'Career Status': 'Active', 'Career Start and End': '2019                        to                        Present', 'Gender': 'Female', 'Measurements': '40B-26-39', 'Height': '5 ft 9 in (175 cm)', 'Weight': '143 lbs (65 kg)', 'Ethnicity': 'White', 'Background': 'British', 'Hair Color': 'Blonde', 'Eye Color': 'Blue', 'Fake Boobs': 'No', 'Tattoos': 'No', 'Piercings': 'No', 'Interests and hobbies': ""I'm enjoying life..."", 'Turn Ons': 'It turns me on when you all jerk off to me!', 'Turn Offs': 'Rudeness and obsession', 'Profile Views': '306,392', 'Videos Watched': '447'}",2483.0,2362.0,[2406],2295.0,4500.0
5,Spikey Dee,https://www.pornhub.com/pornstar/spikey-dee,2365,31,30900000,https://ei.phncdn.com/pics/pornstars/default/(m=lciuhQditqM6G6WgaaaaGb_c)(mh=rD7tf0K3EHaFyZmn)male.jpg,True,False,NA,NA,NA,NA,2407.0,2366.0,[],2490.0,33900.0
6,Abbie Cat,https://www.pornhub.com/pornstar/abbie-cat,2366,171,24500000,https://ei.phncdn.com/pics/users/546/675/231/avatar1547828903/(m=eQJ6GCjadOf)(mh=jC0L29TkGcG6tWj1)200x200.jpg,True,False,"Abbie Cat is a Hungarian princess who loves to get wild on camera. She has jet black hair and a smile that shows you theres always something naughty on her mind. She was only 20 years old when she joined the porn biz in 2009. She started shooting movies because shes pretty dirty and had all these desires she couldnt explain. When she watched porn, she finally understood all the things that she had been feeling. Going forward, she needed to experience group orgies, partner swapping, and double penetration porn scenes in order to fulfill her desires. > Abbie is a particularly kinky girl in general. She has a whole website dedicated to the fetishes she loves to participate in. These include smoking while wearing lingerie, trampling tiny cocks and dominating them, and small penis humiliation. Shes a girl who really knows how to put a guy in her place, but only because she can really take it as hard as she can give it. > Abbie is 57 tall and weighs 118 pounds. She has a gorgeous figure with 32D breasts, a 24-inch waist and a 35-inch ass. Shes the kind of girl youd see on the street and ask for a date, but somehow youd immediately end up fucking her at a strip club. Abbie is a chick who knows what she wants and definitely isnt afraid to go get it! > Abbie has also gone by Abbie Catt, Abbie Kat and Emma in a few porn movies, but Abbie Cat is her preferred name so get it right; otherwise this dominant diva will step on you with her 6-inch stilettos and with one glance make your crushed cock raging hard!","['Porn World', 'Elegant Raw', 'Erotic Female Domination']",{'Official Site': 'https://onlyfans.com/abbiecat'},"{'Relationship status': 'Single', 'Interested in': 'Girls', 'City and Country': 'Budapest, HU', 'Pornstar Profile Views': '3,056,991', 'Career Status': 'Active', 'Career Start and End': '2009                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Hungary', 'Star Sign': 'Taurus', 'Measurements': '32D-24-35', 'Height': '5 ft 7 in (170 cm)', 'Weight': '119 lbs (54 kg)', 'Fake Boobs': 'Yes', 'Piercings': 'Yes', 'Profile Views': '1,651,265', 'Videos Watched': '104'}",2301.0,2368.0,[2355],2337.0,13700.0
7,Doctor Tampa,https://www.pornhub.com/pornstar/doctor-tampa,2368,534,27600000,https://ei.phncdn.com/pics/users/643/961/481/avatar1540757086/(m=eQJ6GCjadOf)(mh=H3ekR86_nih4ePOs)200x200.jpg,True,False,"About Doctor Tampa

                                    I'm not a real doctor, I just play one on the internet at GirlsGoneGyno.com and CaptiveClinic.com
Come check out all the kinky exam and treatments I give to my patients!",NA,"{'Official Site': 'https://GirlsGoneGyno.com', 'Twitter': 'https://twitter.com/doctortampa', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/1Y4TSLVKTNFOO?ref_=wl_share', 'Snapchat': 'https://www.snapchat.com/add/doctortampa2021', 'Instagram': 'https://www.instagram.com/girlsgonegyno'}","{'Relationship status': 'Single', 'Interested in': 'Girls', 'City and Country': 'Tampa, US', 'Pornstar Profile Views': '2,387,743', 'Career Status': 'Active', 'Career Start and End': '2006                        to                        Present', 'Gender': 'Male', 'Measurements': '--', 'Endowment': '7-9""', 'Height': '5 ft 11 in (180 cm)', 'Weight': '180 lbs (82 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Brunette', 'Eye Color': 'Blue', 'Foreskin': 'Cut', 'Facial Hair': 'Yes', 'Tattoos': 'No', 'Piercings': 'No', 'Interests and hobbies': 'Spreading patients wide on my exam tables as I examine them and do all sorts of other kinky things to their beautiful and exposed body!', 'Turn Ons': 'Real Fans who support my clinical en devours thru joining CaptiveClinic.com, GirlsGoneGyno.com, tip me, or who purchase clips! BIG THANK YOU to all my real fans!', 'Turn Offs': ""People who don't support my work and message me asking for free clips."", 'Profile Views': '2,508,585', 'Videos Watched': '153'}",2350.0,2374.0,[2353],2298.0,67600.0
8,Adreena Winters,https://www.pornhub.com/pornstar/adreena-winters,2374,153,31300000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=HD2UWF8Q71IRy1ze)5c8ddd61-a8a4-4310-91a8-f0abea3a5580.jpg,True,False,"About Adreena Winters

                                    Posh, British, Size Queen
*Don't forget to subscribe to my profile*","['Luke Hardy XXX', 'Joy Bear']","{'Official Site': 'https://onlyfans.com/adreena_winters', 'Twitter': 'https://www.twitter.com/Adreena_winters', 'Amazon Wishlist': 'https://www.amazon.co.uk/registry/wishlist/8SXBREL3', 'Instagram': 'https://www.instagram.com/Adreena.winters'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '2,622,512', 'Career Status': 'Active', 'Career Start and End': '2010                        to                        Present', 'Gender': 'Female', 'Birth Place': 'London, England, United Kingdom', 'Star Sign': 'Capricorn', 'Measurements': '32C-26-34', 'Height': '5 ft 6 in (168 cm)', 'Weight': '123 lbs (56 kg)', 'Ethnicity': 'White', 'Background': 'British', 'Hair Color': 'Brunette', 'Eye Color': 'Blue', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'No', 'Interests and hobbies': 'Food, sex, exercise, travel', 'Turn Ons': 'subtlety', 'Turn Offs': 'misplaced intensity.', 'Profile Views': '2,986,790', 'Videos Watched': '143'}",2357.0,2375.0,[2360],2401.0,36500.0
9,Tali Dova,https://www.pornhub.com/pornstar/tali-dova,2375,100,28200000,https://ei.phncdn.com/pics/users/072/077/162/avatar1481404194/(m=eQJ6GCjadOf)(mh=pDbj6Sfr8iet1zj3)200x200.jpg,True,False,"Tali Dova has over 50 film credits to her name. She claims to have quickly realized how relaxed the porn business is and says she has been treated with much respect. Miss Dova loves collaboration and is very happy with the professionalism of the industry; that and the sex  reasons she wants to stay around for a very long time. This makes us extremely happy. Her banging body has been in many genres, from POV to Teen, Hardcore to Lesbian, and Interracial. > Some of Tali's turn-ons include kissing and biting, and you can see both in a number of her films. Dova also loves to have her tongue and lips sucked. Tali has said that she has learned things from working in porn that have benefited her sex life outside of porn. > Dova has a very outgoing personality and loves being a dork and acting goofy around her friends and loved ones. Video games are a hobby of hers, and Tali even pulled her performer name from two games: Skyrim and Mass Effect. When Miss Dova has some downtime, she also loves to crochet. Growing up, Tali wanted to be an author, but shooting porn is just so fun, so her writing career will have to wait. Maybe after Dova retires, shell get a creative writing degree and pursue that interest. Tali has said that her life may take her there someday. > Born in Michigan in 1994, she stands at 5'8"" tall. Having entered porn in 2013 at age 19, Dova is still very active in the porn business. Her full measurements are 32B-22-32, and she weighs 114lbs. Tali has no piercings or tattoos. In 2018, Tali was nominated at the AVN Awards for her performance in the film Melody and Tali Handle Their Mixed Emotions Out. The nomination was for Most Outrageous Sex Scene. She also has two nominations at the Spank Bank Awards for Best Just Got Fucked Hair and Fucking Nerd of the Year. We expect many more awards from this chick, and were always happy to feature her world-class performances right here!","['ATK Hairy', 'Tiny 4K', 'ATK Galleria']",{'Twitter': 'https://www.twitter.com/@Tali_dovahkiin'},"{'Relationship status': 'Taken', 'Interested in': 'Guys and Girls', 'City and Country': 'Michigan, US', 'Pornstar Profile Views': '1,838,082', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Montcalm, Michigan, United States of America', 'Star Sign': 'Aries', 'Measurements': '32B-22-32', 'Height': '5 ft 7 in (170 cm)', 'Weight': '120 lbs (54 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Fake Boobs': 'No', 'Piercings': 'Yes', 'Profile Views': '1,241,027', 'Videos Watched': '19'}",2160.0,2377.0,[2393],2367.0,52300.0
